Image,Bbox,Confidence
23241084_66,"[[    0.29589     0.50183     0.23737     0.12491]
 [    0.80157     0.35833     0.33189     0.12608]]",[    0.84814     0.75251]
23241108_01,"[[      0.889     0.46782     0.14584     0.09589]
 [    0.44468     0.46622     0.14138    0.067737]
 [    0.74005     0.47585     0.14434    0.061948]
 [     0.2973     0.45793     0.14278    0.069577]
 [    0.59046     0.46967     0.15098    0.063698]
 [   0.092117     0.40365    0.084718    0.050419]
 [    0.61109     0.25664     0.38894     0.12673]
 [    0.19509      0.2936    0.071221    0.032965]
 [    0.18613     0.41018    0.055931     0.04953]
 [    0.98131     0.50063    0.037382    0.075797]
 [   0.018211     0.39817    0.036254    0.059499]]",[    0.88397     0.87997     0.82069     0.80897      0.8065     0.74329     0.73882     0.68102     0.63293     0.44852     0.41824]
23241108_05,"[[    0.58112     0.46157     0.19372    0.081037]
 [    0.78353     0.48107     0.15031    0.065623]
 [    0.38097      0.4579     0.20534    0.080826]
 [    0.33513     0.45387     0.10914    0.076754]]",[    0.87871     0.86012     0.80347     0.42746]
23241108_15,"[[    0.79689     0.75116    0.081939    0.097913]
 [   0.082345     0.56926     0.16469     0.28148]
 [    0.67959     0.44368     0.37211    0.088682]
 [    0.94882     0.65101    0.098724     0.27115]]",[    0.69362     0.64543     0.64425     0.56156]
23241108_30,"[[    0.95414     0.48342    0.091719     0.15028]
 [    0.63197     0.42605     0.38999     0.10348]
 [    0.19053     0.39926     0.37117    0.097021]
 [    0.17261     0.48447     0.34523    0.058655]]",[    0.70769     0.67262     0.65208     0.48184]
23241113_05,"[[    0.91938     0.35482     0.16098    0.077795]
 [     0.7374     0.54636     0.39074     0.31946]
 [    0.27647     0.53332     0.37135     0.34171]
 [    0.72807     0.90968     0.38602     0.18063]]",[    0.68112       0.679     0.55749     0.52703]
23241113_20,"[[    0.93786     0.85985    0.058876    0.058746]
 [    0.70869     0.57868     0.38902     0.32872]]",[    0.74749     0.70266]
23241113_24,[[    0.54339     0.48216     0.38892     0.18654]],[    0.79331]
23241113_28,"[[    0.95583     0.72113    0.088347     0.31062]
 [   0.091971      0.8853     0.18394     0.22941]
 [    0.42105        0.66     0.37574     0.40205]]",[    0.54703     0.51131     0.45849]
23341101_05,"[[    0.53927     0.63296     0.32327     0.14199]
 [   0.075541      0.5977     0.15108    0.094497]
 [    0.85701     0.18667     0.28599     0.16426]
 [    0.88915     0.63622      0.2217     0.14522]]",[    0.82535     0.79694     0.65028     0.54821]
23341101_09,[],[]
23341101_11,"[[    0.85744     0.65828     0.28512     0.20441]
 [    0.12631     0.73957     0.20068     0.22084]]",[    0.79023     0.55488]
23341101_17,"[[    0.65421     0.53226     0.15244     0.12525]
 [    0.89987     0.54959     0.15158      0.1575]
 [    0.62143    0.098154     0.20247    0.086145]
 [    0.34873     0.15028     0.24894     0.12273]
 [    0.28273     0.66697     0.37458     0.15986]]",[    0.88367     0.83064     0.73981     0.71475     0.63145]
23341101_25,"[[      0.727     0.87035     0.33256     0.13361]
 [    0.73955     0.19923      0.3148     0.18932]
 [    0.22106     0.35354     0.34562    0.099521]]",[    0.76734     0.64349     0.41004]
2349,"[[    0.44881     0.47068     0.24249     0.22285]
 [    0.59593     0.79828    0.082085     0.06833]
 [    0.77937      0.6261      0.1961    0.077967]
 [    0.77266     0.54425     0.25037    0.087879]
 [    0.73741     0.47537     0.34393     0.21272]
 [    0.73426     0.98111     0.08004    0.037771]]",[    0.85933     0.82791     0.69202     0.59805      0.5846     0.39974]
2354,"[[    0.27779     0.20907     0.36766     0.11404]
 [    0.69095     0.36703      0.3892     0.12711]
 [   0.070147     0.31986     0.14029     0.14161]
 [    0.47551     0.57111    0.091431     0.03288]]",[    0.87263     0.83724     0.82548     0.64354]
2359,"[[    0.52673     0.35735     0.27013     0.23438]
 [    0.51419     0.49881     0.21001    0.055484]]",[    0.87166     0.55237]
2369,"[[    0.62419     0.25556     0.14387     0.13889]
 [   0.084014     0.93752     0.16463     0.12497]
 [    0.61836      0.3842     0.14444    0.097899]]",[    0.86125     0.83447     0.72484]
2376,"[[    0.74562     0.27743     0.39477     0.17647]
 [    0.53393     0.44787     0.13113    0.049815]
 [    0.55087     0.27474     0.37438     0.18506]
 [    0.23282     0.67333     0.23378     0.27897]]",[     0.7921     0.65853     0.60006      0.4559]
2378,[[    0.49781     0.21081      0.2314     0.15518]],[    0.85792]
2380,"[[     0.4568     0.48254     0.27958     0.10626]
 [     0.1961     0.59743     0.11609     0.11564]]",[    0.81783     0.43771]
2383,[[    0.70724     0.33735     0.22035      0.1998]],[    0.77764]
2393,"[[    0.36071     0.35595     0.38805     0.21455]
 [   0.095066     0.93185     0.17621     0.13631]
 [    0.91207     0.37838     0.17586     0.19286]]",[    0.81668     0.78024     0.77774]
2401,"[[    0.32705     0.52085      0.1704     0.10657]
 [    0.53047       0.352      0.2297     0.15353]
 [    0.51099      0.2068     0.26418     0.11882]
 [    0.12413     0.52058     0.16733     0.11417]
 [    0.18681     0.20538     0.37278     0.12005]
 [   0.069825     0.11162     0.12275    0.068197]]",[     0.8591     0.85336     0.84707     0.82829     0.77133     0.70244]
24141198_22,"[[    0.47813     0.26489     0.38127     0.06865]
 [    0.85391     0.15117     0.29183     0.10511]
 [    0.81891     0.82553     0.14372     0.21252]
 [    0.58402     0.66127     0.38819    0.091333]
 [    0.91045     0.57273      0.1791    0.032492]
 [    0.34004     0.68784     0.36804     0.13872]]",[    0.59731     0.59185     0.57252     0.55045     0.50898     0.42264]
24141198_23,"[[    0.58606     0.37856     0.38278     0.20197]
 [    0.89716     0.42126      0.2051     0.17916]
 [    0.27257     0.36288     0.37145     0.28361]
 [    0.86311     0.79426    0.030486     0.11655]]",[    0.68559     0.59623     0.51304     0.41111]
24141198_28,"[[    0.63516     0.41316      0.2412    0.085583]
 [    0.37589     0.39608     0.26529     0.10469]
 [    0.40687     0.26378     0.18933     0.10858]
 [    0.84451     0.51436     0.21466    0.048728]
 [    0.62941     0.50254     0.21228    0.045169]
 [    0.39811     0.81311     0.38093     0.10143]
 [    0.73322      0.1323      0.1882    0.073396]
 [    0.87214     0.85149    0.068339    0.075183]]",[    0.91658     0.86561     0.85838     0.84567     0.65789     0.65245     0.60046     0.54789]
24141199_03,"[[     0.4918     0.71865     0.39308     0.18239]
 [    0.86416     0.80017     0.27168     0.30319]
 [   0.043367     0.89648    0.086733    0.088147]
 [     0.5183     0.88973     0.39192     0.12085]
 [    0.81269     0.26604     0.37463     0.28279]]",[    0.61265     0.60654      0.5202     0.45958     0.39917]
24141199_36,"[[    0.75011     0.22636     0.38809     0.16329]
 [    0.43959     0.33324     0.18826     0.07091]
 [    0.31461     0.20352     0.38688     0.17048]
 [    0.19102     0.33857     0.31795    0.065389]]",[    0.89931     0.79902     0.59397     0.39083]
24141199_68,"[[    0.53354     0.34519     0.28835     0.13025]
 [    0.20982     0.15717     0.22271      0.1115]
 [    0.72477     0.34696    0.092225    0.079436]
 [    0.94371     0.33847     0.11245    0.080391]
 [    0.87729     0.18607    0.055195    0.095985]]",[    0.86467     0.73138     0.72019      0.5814     0.46354]
243,[[    0.25904     0.53047     0.34743      0.1698]],[    0.90087]
2442,"[[    0.72535     0.35497     0.22659    0.095195]
 [    0.45724     0.44521     0.19221    0.097506]
 [    0.61911     0.43932     0.12914    0.063035]
 [   0.088481     0.92945     0.17414     0.14109]
 [   0.034408     0.44876    0.068694      0.0617]
 [     0.1751     0.45141    0.089778    0.062366]
 [    0.87332     0.45567    0.092342    0.078329]
 [    0.97693     0.36265    0.046136    0.079758]]",[    0.85622     0.83385     0.76287     0.73682     0.73049     0.62267     0.60765     0.44324]
248,"[[    0.58477     0.35886     0.25645      0.1794]
 [    0.22432     0.36738      0.2981     0.20427]
 [    0.90707     0.17774     0.13979     0.16681]]",[    0.84876     0.84277     0.71902]
2489,"[[    0.55883     0.60457     0.28357     0.13437]
 [   0.090113     0.56911     0.18023     0.10114]
 [    0.52911     0.20102      0.2171     0.12384]
 [   0.076058     0.93809     0.15212     0.12381]
 [    0.80098     0.60055     0.19182     0.14262]
 [    0.84348     0.17859     0.11788     0.11571]
 [    0.95794     0.20786    0.084116     0.13432]
 [    0.16261     0.21992      0.2004    0.080756]
 [    0.71324     0.21584     0.14726     0.12083]
 [    0.94732     0.60001    0.094029     0.13547]]",[    0.89006     0.88014     0.87789     0.82048     0.82039     0.75923     0.73671     0.65521     0.63545     0.45143]
249,[[    0.55047     0.41829     0.25494     0.16559]],[    0.86674]
2491,"[[    0.59854      0.4002      0.2321     0.13988]
 [    0.54974     0.51954     0.12059    0.093016]
 [    0.35192     0.47409     0.25353    0.087991]
 [    0.27615     0.10496     0.38875     0.19179]
 [   0.082081     0.92666     0.16416     0.14669]
 [    0.11189     0.47963     0.22378    0.088223]]",[    0.89839     0.82825     0.72629      0.7153     0.71113     0.61336]
2506,"[[    0.38559     0.45324     0.19936     0.22032]
 [   0.084908      0.9235     0.16807     0.15299]
 [    0.15921     0.48042      0.2409     0.19502]
 [    0.68807      0.4561     0.17907     0.18152]
 [    0.77701     0.45538     0.36404     0.17852]]",[    0.81263     0.71922     0.60494     0.58586     0.50574]
2531,"[[    0.41563     0.32374     0.39045     0.17807]
 [   0.049409     0.90491    0.098818      0.1747]
 [    0.45411    0.045788     0.34947    0.091576]
 [    0.25509     0.33658     0.37744      0.1763]]",[    0.83646     0.67467     0.57927     0.39153]
2554,"[[    0.42305     0.22025     0.15321     0.13448]
 [    0.69437     0.21794     0.17841     0.15024]
 [    0.68942     0.47429     0.13536    0.077744]
 [    0.55863     0.57943    0.046258     0.25628]]",[    0.86036     0.81362     0.73064      0.5774]
2608,"[[    0.40736     0.22236     0.13712     0.11527]
 [    0.12952     0.47173     0.25851     0.14513]
 [    0.18757      0.2239     0.10625    0.077749]
 [    0.73103     0.28081     0.13331    0.082527]
 [    0.70234     0.58317     0.38391     0.11917]
 [    0.94499     0.54904     0.11002    0.077943]
 [    0.73484     0.21592    0.084302    0.046826]
 [     0.7357     0.35629     0.14079    0.061776]
 [    0.96678      0.2776    0.066379    0.078468]
 [    0.15072     0.14767     0.30144    0.074197]]",[    0.84925     0.81017      0.8093     0.75301     0.74218     0.63428     0.60689     0.58568     0.51769     0.47851]
2609,"[[    0.17225     0.35558     0.17011     0.10311]
 [    0.54691     0.26357    0.096967    0.072042]
 [    0.86166     0.58634     0.27668     0.10503]
 [    0.14264     0.66547     0.13473    0.093071]
 [    0.87611     0.23997     0.13041    0.053028]
 [     0.4739     0.26966    0.049652    0.077742]
 [    0.46793     0.50219     0.37055     0.13705]
 [    0.37806     0.33647     0.13002    0.055576]
 [    0.75556     0.24734     0.10612    0.099378]]",[    0.82281     0.79389     0.79036     0.77263     0.65521     0.60168      0.5448     0.53569     0.39083]
261,[],[]
2621,"[[    0.43074     0.56134     0.33559     0.10091]
 [    0.31722     0.55614       0.353     0.10165]
 [   0.027448     0.51879    0.054684    0.057056]]",[     0.7419     0.63108     0.57346]
2622,"[[    0.32075     0.45009     0.11475    0.093892]
 [    0.13458     0.47214     0.19403    0.087078]
 [    0.49825     0.45624     0.10624    0.079886]
 [    0.84772      0.4638     0.13654    0.093299]
 [    0.19026     0.29613    0.084219    0.055379]
 [    0.52973     0.68545    0.084012    0.068819]
 [    0.41071     0.45748    0.066977    0.077713]
 [    0.01824     0.45468    0.036481     0.08843]
 [    0.45627     0.36858    0.073012    0.068062]
 [    0.65046     0.71459     0.11932    0.086612]]",[    0.88462     0.85038     0.83513     0.79046     0.63918     0.52849     0.47026      0.4539     0.40809     0.40572]
2636,"[[   0.074582     0.91298     0.14915     0.17404]
 [   0.042847     0.27811    0.085517     0.23059]
 [    0.18152     0.46801     0.36304     0.13892]
 [    0.81291     0.30644      0.2986      0.2144]
 [    0.45824     0.43927     0.16303     0.20223]]",[    0.75111     0.74713       0.714     0.70268     0.65339]
2643,"[[    0.31957     0.54254     0.26018     0.13428]
 [    0.12431     0.70369     0.14631    0.071027]
 [   0.050437     0.86941    0.099758     0.26119]
 [    0.13838     0.54188      0.1071     0.12913]
 [    0.36352     0.68232     0.11692    0.043913]]",[    0.74094     0.69691        0.68     0.62987     0.54304]
2650,"[[    0.68673      0.4768     0.20862     0.14785]
 [    0.45994      0.4989     0.23678     0.14631]
 [    0.29593     0.83744     0.13709     0.21211]]",[    0.88823     0.84423     0.44385]
2668,"[[    0.30093     0.34297      0.1259     0.12269]
 [    0.65745     0.25151     0.14605    0.085988]
 [    0.78837     0.19336    0.076032     0.22861]
 [    0.12696     0.35511     0.16897     0.13036]
 [   0.051708     0.87393     0.10342     0.25215]
 [    0.97634     0.42679    0.047312    0.076319]]",[    0.86191     0.77494     0.72161     0.70694     0.69085     0.46741]
2670,"[[    0.31095     0.38059     0.32571     0.14977]
 [    0.55988     0.45033     0.16262     0.06669]
 [    0.73994     0.42816     0.11642     0.14035]
 [     0.5596     0.19708     0.10269     0.03821]
 [   0.047529     0.88037    0.095037     0.23926]
 [    0.34016     0.22146     0.26784      0.1641]
 [   0.035619     0.25012    0.071237     0.17039]]",[    0.79419     0.67684     0.64952     0.55228      0.5096     0.44824     0.43121]
2672,"[[    0.92527       0.393     0.14921     0.11417]
 [    0.58254     0.19629     0.27283    0.099219]
 [    0.17966     0.46339     0.15978     0.10631]
 [    0.62256     0.10209      0.3772    0.058937]
 [    0.21826      0.1598       0.101    0.085082]]",[    0.76488     0.73359     0.70346     0.59797     0.57584]
2683,"[[    0.12044     0.32735     0.18531     0.16242]
 [    0.69006     0.29114     0.38701     0.23696]
 [    0.77263     0.49591     0.30718    0.051596]]",[    0.82972     0.71746     0.52765]
27,"[[    0.26339     0.41051     0.25842     0.17628]
 [    0.57058     0.41461     0.10666      0.1376]
 [    0.77868     0.43646     0.30765     0.12636]
 [    0.45476     0.43328     0.12331     0.11379]
 [    0.97938     0.36856     0.04124    0.062205]]",[    0.89601     0.86821     0.79554     0.68777      0.4537]
2710,"[[    0.27904     0.38272     0.38519     0.17607]
 [    0.66132     0.87005      0.1346     0.15556]]",[    0.84337     0.80568]
2712,"[[    0.81599     0.36024     0.28367     0.15474]
 [    0.34231      0.4536       0.387      0.1827]]",[    0.86846     0.77169]
2713,"[[    0.47842     0.59418     0.29238     0.12906]
 [     0.5022     0.48377     0.32834    0.084896]
 [    0.81336     0.24676     0.10188    0.049519]
 [    0.52061     0.15196     0.38474     0.18989]]",[    0.90105      0.7985      0.7387     0.64449]
2715,"[[    0.34923     0.35053     0.21534      0.1847]
 [    0.83175     0.33367     0.27925     0.15685]
 [   0.099459     0.35894     0.16668     0.15697]
 [    0.57226     0.34743     0.18409     0.15905]
 [    0.86099     0.99114     0.27694     0.01772]]",[    0.84263     0.82639     0.79756     0.79424     0.45236]
2717,"[[    0.31547      0.4076     0.24826     0.14719]
 [    0.83537     0.43552     0.31015      0.1424]
 [    0.95226     0.24333    0.095473     0.23547]]",[    0.92248     0.67252     0.57017]
2718,"[[    0.73561     0.34493     0.38779     0.32935]
 [    0.11301     0.85956     0.16553     0.28089]
 [   0.040937     0.34791    0.081632     0.27402]
 [   0.039713     0.49079    0.079391    0.073786]]",[     0.7339      0.7274     0.62093     0.46333]
2723,"[[     0.2213     0.50146     0.14089    0.082563]
 [     0.2248     0.58235     0.10892    0.081915]
 [    0.12659     0.42314     0.10535    0.058265]]",[    0.84111     0.80437     0.64693]
2732,"[[    0.83985    0.097821      0.3203      0.1695]
 [    0.79002     0.48194      0.3877     0.19772]
 [    0.64506     0.83239     0.13545     0.12758]
 [    0.32968     0.60689     0.13312    0.059973]]",[    0.84444     0.75948     0.71954     0.63184]
2734,"[[    0.59188     0.59504     0.27321     0.15177]
 [    0.14519     0.46576     0.18768     0.16192]
 [    0.86522     0.42037     0.20212     0.16366]
 [   0.021087     0.43543    0.042173    0.060306]
 [    0.54833      0.4746     0.36956    0.099384]]",[    0.86342     0.84556      0.8445     0.53078      0.4374]
2748,"[[    0.92372     0.28688     0.15247     0.10436]
 [    0.68184     0.32791     0.27594     0.16729]
 [    0.38565     0.32063     0.36685     0.17425]]",[    0.83372     0.81348      0.6003]
2749,"[[    0.82246     0.31992     0.27391     0.14874]
 [    0.30067     0.42933     0.36047     0.18666]
 [    0.29888     0.27435     0.26366     0.12711]
 [    0.20104      0.5681      0.1633    0.091166]]",[    0.90497     0.81726     0.70117     0.58537]
277,"[[    0.22897     0.33077     0.33296      0.2186]
 [    0.73368     0.28809     0.36947     0.25882]
 [     0.3048     0.71761     0.10807     0.11111]]",[    0.87375     0.81555     0.39947]
280,"[[    0.20796     0.69572     0.14069    0.093849]
 [   0.041812     0.48586    0.083623    0.069734]
 [    0.80597     0.71365     0.38739    0.095716]
 [    0.80563     0.20875     0.38835     0.11712]
 [    0.38873     0.70024     0.14699     0.10203]
 [    0.20385     0.47366    0.097951    0.060466]]",[    0.85829     0.77465     0.73833     0.73778     0.70286     0.64781]
2842,"[[    0.85121     0.52181     0.20777    0.084824]
 [    0.16461     0.53857     0.29765      0.1969]
 [    0.45375     0.11364     0.28454     0.10286]
 [    0.52466      0.2231     0.37827     0.13832]
 [    0.54967     0.51866     0.39459     0.17478]
 [    0.58129     0.64954     0.37487    0.064613]]",[    0.85881     0.83351     0.81763     0.78263     0.75631     0.54234]
2850,"[[    0.74327      0.4107     0.32584     0.16201]
 [    0.77909     0.13809     0.38619     0.13436]
 [    0.43752     0.35686     0.22211      0.1499]
 [   0.077601     0.37791     0.11495     0.10783]
 [    0.22379     0.30031    0.064554    0.036082]]",[    0.89449     0.87271     0.85058     0.78456     0.47338]
2851,"[[    0.24835     0.28244     0.39111    0.091312]
 [    0.87289     0.39554     0.22646    0.081099]
 [    0.24786     0.39108     0.39236     0.10216]
 [    0.69518     0.55546    0.071379    0.087325]]",[    0.85642     0.85127     0.54995      0.4749]
2860,"[[    0.35818     0.29843     0.17766     0.14793]
 [    0.83378     0.18066     0.26196     0.13872]
 [    0.82883      0.3176     0.25523     0.13623]
 [    0.58227     0.29966     0.22187     0.19756]
 [    0.13452     0.32789     0.26904       0.152]
 [   0.067656     0.32724     0.13531     0.15072]]",[    0.84118     0.82623     0.80849     0.77219     0.73646     0.49865]
2865,"[[    0.49614     0.32333     0.38738     0.11121]
 [    0.14412     0.10877     0.21051     0.12488]
 [    0.84721      0.4592     0.24689    0.071431]]",[    0.85963     0.74317     0.73993]
2866,"[[    0.72402     0.27898     0.38649     0.10424]
 [    0.36899      0.5233     0.38094    0.082123]
 [    0.95894     0.53168    0.082125    0.060079]
 [     0.3589     0.24813     0.38651     0.11655]]",[    0.71644     0.60563     0.50681     0.47076]
2875,"[[    0.18876     0.39216     0.18983     0.17229]
 [    0.74442     0.39793     0.18118     0.18029]]",[    0.88425     0.84042]
2882,"[[    0.84281     0.54394     0.30304    0.098334]
 [    0.34554     0.23011     0.18932    0.074568]
 [    0.56875     0.54404     0.23497     0.10483]
 [    0.11142      0.5564     0.19577    0.091806]
 [    0.29756     0.54489     0.17502     0.10447]
 [    0.57239     0.20119     0.23283     0.13105]
 [    0.81077     0.37679     0.23626    0.077379]
 [    0.39523     0.32611     0.19275    0.037748]]",[    0.83459     0.83417     0.78834     0.75492     0.71699     0.70171     0.68395      0.3935]
2887,"[[    0.19815     0.40792     0.30716     0.19743]
 [    0.59724     0.34839     0.37155     0.30245]
 [    0.84383     0.37006    0.087149    0.096266]]",[    0.80708     0.66056      0.5843]
2897,"[[    0.73682      0.3838     0.26321     0.12335]
 [    0.13531     0.35967     0.18284    0.095214]
 [    0.35435     0.36981     0.25936     0.12898]]",[    0.83039     0.80206     0.74765]
2909,"[[    0.82672     0.35605      0.2413     0.12194]
 [    0.52083     0.33365     0.38156     0.18413]]",[    0.82636     0.65803]
2922,[[    0.44378     0.30087     0.38285     0.14176]],[    0.77021]
2961,"[[    0.23711     0.22798     0.32785     0.17419]
 [     0.5396     0.17733     0.23119     0.15829]
 [    0.88677     0.35746      0.2183     0.17055]
 [    0.54605     0.38465     0.37701     0.20703]
 [    0.33176     0.56283     0.21059    0.066079]
 [    0.55982     0.56341       0.239    0.064338]]",[    0.85517     0.84104     0.84014     0.71616     0.70849     0.49025]
2972,"[[    0.74242      0.3801     0.32065     0.23489]
 [    0.33934     0.38703     0.35651      0.2064]
 [    0.71205     0.52967     0.31335    0.067417]
 [    0.04197     0.36731    0.083693     0.20853]]",[    0.79251     0.77684     0.43542     0.43268]
2986,"[[      0.746     0.27951     0.38814     0.20837]
 [    0.62326     0.27746      0.3733     0.19127]]",[    0.70855      0.6522]
3021,"[[    0.71138     0.47992     0.38356     0.11031]
 [    0.59331     0.16119     0.38412    0.097674]
 [    0.82663     0.37175    0.094378    0.081645]
 [    0.36142     0.15931     0.38155    0.096738]
 [    0.33023      0.4811      0.3867     0.11451]
 [    0.15742      0.7548    0.096077    0.078157]]",[    0.84183     0.83019     0.63326     0.59544      0.4431     0.40132]
3022,"[[    0.31355     0.26794     0.27225     0.10858]
 [    0.10427     0.49472     0.17349    0.079719]
 [    0.56985     0.49356     0.16672    0.083434]
 [    0.58838     0.26137     0.27464     0.10868]
 [    0.33955    0.018533     0.26643    0.037066]
 [    0.35026     0.57501     0.27767     0.04727]
 [    0.95853     0.49194    0.082934    0.081699]
 [    0.12793     0.57954     0.16623    0.045491]
 [    0.81449     0.42267    0.043767    0.071403]]",[    0.85939     0.84763     0.83365     0.82966     0.81565     0.70786     0.65541     0.61191     0.47989]
3025,[[    0.74125     0.49657     0.36154       0.111]],[     0.7691]
3027,"[[    0.63425     0.42148     0.26307     0.13113]
 [     0.8347     0.41865     0.14056     0.12439]
 [    0.38519     0.40079     0.23297    0.076436]
 [   0.066879     0.42184    0.080773     0.12244]
 [    0.18494     0.42253     0.11632     0.12674]
 [    0.38464     0.46011     0.22887    0.053419]]",[    0.80323     0.70643     0.69355     0.52355     0.48939     0.41888]
3036,"[[    0.23089     0.12925     0.37485     0.14208]
 [    0.49931     0.57559     0.23102     0.20952]
 [     0.7587      0.5698     0.28668     0.21222]
 [    0.10811     0.70258      0.2162    0.069218]]",[    0.85382     0.81304      0.7657     0.56948]
3052,"[[    0.47746     0.22233     0.28373      0.1841]
 [    0.16792     0.45205     0.32498     0.17496]
 [    0.81194     0.17929     0.32573     0.20911]
 [    0.21021     0.21657     0.21372     0.17708]
 [    0.32796      0.8264    0.052477     0.16062]
 [     0.7376     0.43065     0.18735     0.20269]
 [    0.17767     0.61384     0.27144    0.060536]]",[    0.82583     0.80475     0.70219      0.5901     0.46776     0.46385     0.42835]
3054,"[[    0.77923     0.27513     0.38404     0.27041]
 [    0.25118     0.32869     0.33759     0.29108]]",[    0.74673     0.66135]
3057,"[[    0.49955     0.46549     0.25447     0.10131]
 [    0.69994     0.46923      0.1515      0.1016]
 [    0.84661     0.46637     0.14763    0.082978]
 [    0.48065      0.1338       0.185    0.075987]
 [    0.81617     0.73285    0.089824     0.18186]
 [    0.35226     0.67883     0.14489    0.096404]
 [    0.56602     0.22546    0.069223    0.052482]]",[    0.86702     0.82141     0.74441     0.73644     0.62968     0.62816     0.54427]
3058,"[[    0.29661     0.68034     0.18207    0.081915]
 [    0.88574     0.70383     0.18587    0.089295]
 [    0.10179     0.69833     0.19653    0.090029]
 [     0.6783     0.44043     0.19909    0.090129]
 [    0.49735      0.6908      0.2143     0.12447]
 [    0.49291     0.44501     0.17261    0.083396]
 [    0.88912     0.44203     0.22166    0.083817]
 [    0.45625     0.34666    0.087607    0.088453]
 [    0.69841     0.70692     0.18711    0.088159]
 [    0.18428     0.10517     0.36055     0.11514]
 [    0.81671    0.080601     0.36658     0.14914]]",[    0.84063     0.83619     0.83489     0.83321     0.83178     0.81055     0.78595     0.74433     0.70903     0.56927     0.48771]
3068,"[[    0.52032     0.37698     0.10018    0.048054]
 [    0.79283     0.37398     0.23328     0.05974]
 [    0.62426     0.37738      0.1082    0.062633]
 [     0.6409     0.20644     0.38425    0.078168]
 [   0.047258     0.33253    0.094516     0.06788]
 [    0.17876     0.28794    0.068455    0.041347]]",[    0.79959     0.78096     0.73645     0.73405     0.68227     0.41551]
3097,"[[    0.47122     0.32928     0.35947     0.15182]
 [    0.78191     0.53467     0.26899     0.05912]
 [    0.91575     0.28647      0.1544     0.13509]
 [    0.50173     0.54043       0.279    0.062296]
 [    0.82252     0.37652     0.34696    0.046602]
 [   0.048827     0.55308    0.097654    0.051109]
 [   0.094957     0.28737     0.13428      0.1809]]",[    0.89685      0.7414     0.68866     0.67353     0.48142     0.47795     0.42891]
3108,"[[    0.25161     0.19094     0.33167     0.10317]
 [    0.28892     0.51594     0.19021     0.10721]
 [    0.75381     0.46099       0.222    0.075612]
 [    0.49202     0.19455     0.13173     0.13518]
 [    0.80906     0.56432     0.19621    0.090281]
 [   0.097367     0.52652     0.19473    0.085678]
 [     0.5131     0.42631     0.25176    0.076304]
 [    0.25714     0.36796    0.065804    0.067913]
 [    0.26934    0.068811    0.084696    0.097953]
 [   0.097594     0.45711     0.19519    0.067058]]",[    0.87265     0.85738     0.80871     0.70807     0.70436     0.68152     0.66499     0.46343     0.46175     0.44664]
3115,[[    0.56926     0.32479     0.38515     0.29576]],[    0.76777]
3118,"[[    0.63523     0.21349     0.30002     0.30702]
 [    0.59827     0.45055      0.2627     0.22434]
 [    0.21194     0.17815     0.37381     0.19264]]",[    0.80835     0.45721     0.43696]
325,"[[    0.39007     0.24686     0.39014     0.14294]
 [    0.83847     0.44616     0.14169    0.047314]
 [   0.055153      0.4487     0.11031    0.055693]]",[    0.68988     0.43847     0.40171]
328,"[[    0.35254     0.19416     0.14398     0.13371]
 [   0.086866      0.4276     0.17294    0.071305]
 [      0.955     0.45772    0.089909    0.055932]]",[    0.77298     0.69204     0.55603]
33,"[[     0.5486     0.46183     0.20382     0.14826]
 [    0.11004     0.57274     0.22009      0.1969]
 [    0.96178     0.42501    0.076434     0.18199]]",[    0.83252     0.78794     0.47791]
342,"[[    0.65362     0.25819      0.3901     0.28148]
 [    0.20207     0.30807     0.37384     0.22515]]",[    0.66803     0.63249]
351,"[[    0.63574     0.25843     0.38692    0.084523]
 [    0.41559     0.26259     0.37904     0.08563]]",[     0.7798     0.41649]
352,"[[    0.63671     0.38857     0.39073     0.13032]
 [    0.91661     0.41712     0.16618    0.088881]]",[    0.75746      0.6496]
354,"[[    0.49502     0.50372     0.17456    0.090281]
 [    0.31745     0.48868      0.1793     0.11011]
 [    0.89748     0.51085     0.10246    0.073029]]",[    0.86675     0.86199     0.54717]
359,"[[    0.36484     0.24672     0.38061     0.28493]
 [    0.73045      0.2742     0.32523     0.26647]]",[    0.87177     0.82092]
372,"[[    0.29557     0.43896     0.23092     0.14263]
 [     0.3037     0.55624     0.21342    0.055609]
 [   0.039849     0.43489    0.079699    0.089799]]",[    0.88194     0.65835     0.52287]
389,"[[    0.41025     0.49208     0.38182     0.20865]
 [    0.25375     0.49749     0.38194     0.18853]
 [    0.96731     0.95321    0.065372    0.093589]]",[    0.83168     0.62878     0.56977]
4,"[[    0.52152     0.61701     0.33578     0.16168]
 [     0.3588      0.7871      0.1613     0.13114]
 [   0.092582     0.76752     0.18435     0.14521]
 [    0.86124      0.7935     0.27751     0.18217]
 [     0.4432      0.1085      0.3924     0.16787]]",[    0.89282     0.81379     0.79203     0.77139     0.57327]
44,"[[    0.48323     0.38557     0.36998     0.17709]
 [     0.8695     0.54279     0.25962    0.057331]]",[    0.76862     0.61487]
441,"[[    0.50484     0.35435     0.18527     0.11774]
 [    0.45983     0.58849     0.15136    0.058374]
 [    0.27456     0.44551     0.19587     0.10571]
 [    0.89842     0.48599     0.20315     0.19857]]",[    0.71276     0.66573     0.64707     0.49871]
4416,"[[     0.3528     0.31005     0.30793     0.12484]
 [    0.77515     0.30538     0.32297     0.13572]]",[    0.89988     0.83136]
